"intercept","eqid","statid","M","VS","Rrup","Rjb","eq","stat","M_stat","VS_gmean"
1,118,17,6.93,594.83,3.88,0,22,323,6.93,594.83
1,118,1160,6.93,169.72,94.64,94.56,22,324,5.965,169.72
1,118,1486,6.93,586.08,48.39,48.24,22,325,6.93,586.08
1,118,423,6.93,638.63,44.35,39.69,22,326,6.93,638.63
1,118,1487,6.93,248.62,74.26,74.16,22,327,6.93,248.62
1,118,472,6.93,306.3,72.2,72.09,22,328,6.93,306.3
1,118,1490,6.93,418.07,117.08,117.02,22,329,6.93,418.07
1,118,479,6.93,209.87,30.81,30.56,22,330,6.93,209.87
1,118,173,6.93,425.3,30.86,30.62,22,331,6.93,425.3
1,118,480,6.93,895.36,73,72.9,22,332,6.93,895.36
1,118,457,6.93,1315.92,83.45,83.37,22,333,6.93,1315.92
1,118,488,6.93,259.9,87.87,87.78,22,334,5.12,259.9
1,118,420,6.93,608.67,34.32,33.94,22,335,6.93,608.67
1,118,1604,6.93,362.4,68.16,68.05,22,336,5.915,362.4
1,118,462,6.93,582.9,71.33,71.23,22,337,6.93,582.9
1,118,463,6.93,1249.86,76.05,75.96,22,338,6.93,1249.86
1,118,470,6.93,594.47,77.43,77.34,22,339,6.93,594.47
1,118,467,6.93,873.1,74.14,74.04,22,340,6.93,873.1
1,118,471,6.93,190.14,58.65,58.52,22,145,6.56,190.14
1,118,419,6.93,279.56,32.78,28.66,22,341,5.9075,279.569999463487
1,118,1480,6.93,671.77,14.69,14.18,22,342,5.615,671.784999832536
1,118,458,6.93,380.89,8.5,7.58,22,343,6.93,380.89
1,118,473,6.93,347.9,9.31,8.48,22,344,6.93,347.9
1,118,489,6.93,1020.62,63.15,63.03,22,345,6.93,1020.62
1,118,196,6.93,267.71,24.23,23.92,22,346,5.6575,267.70749996498
1,118,1163,6.93,400.62,47.57,47.41,22,347,5.27666666666667,400.613333222391
1,118,459,6.93,155.11,77.42,77.32,22,348,5.965,155.11
1,118,466,6.93,713.59,18.41,12.04,22,148,6.56,713.59
1,118,15,6.93,388.33,17.47,11.03,22,349,6.93,388.33
1,118,461,6.93,453.98,34.09,33.87,22,350,6.93,453.98
1,118,468,6.93,659.81,75.17,75.07,22,351,6.93,659.81
1,123,501,7.01,567.78,6.96,0,23,352,7.01,567.78
1,123,507,7.01,337.46,41.97,40.23,23,353,7.01,337.46
1,123,506,7.01,457.06,19.95,15.97,23,354,7.01,457.06
1,123,502,7.01,422.17,8.18,0,23,355,7.01,422.17
1,123,508,7.01,518.98,28.78,26.51,23,356,7.01,518.98
1,125,295,7.28,382.93,69.21,69.21,24,357,7.205,382.93
1,125,581,7.28,269.29,144.9,144.9,24,190,6.65333333333333,269.29
1,125,590,7.28,330.5,137.25,137.25,24,358,6.985,330.5
1,125,585,7.28,367.53,135.22,135.22,24,191,6.65333333333333,367.53
1,125,366,7.28,324.62,87.94,87.94,24,359,7.205,324.62
1,125,563,7.28,544.68,131.92,131.92,24,193,6.65333333333333,544.68
1,125,304,7.28,370.08,34.86,34.86,24,360,7.205,370.08
1,125,586,7.28,267.13,154.26,154.26,24,194,6.65333333333333,267.13
1,125,556,7.28,550.11,144.13,144.13,24,197,6.65333333333333,550.11
1,125,367,7.28,291.03,89.69,89.69,24,361,7.28,291.03
1,125,580,7.28,322.75,137.44,137.44,24,198,6.65333333333333,322.75
1,125,579,7.28,270.96,150.09,150.09,24,362,6.985,270.96
1,125,521,7.28,320.57,157.94,157.94,24,201,6.635,320.57
1,125,547,7.28,403.72,190.05,190.05,24,202,6.635,403.72
1,125,513,7.28,409.4,172.45,172.45,24,363,7.28,409.4
1,125,571,7.28,266.9,161.23,161.23,24,208,6.65333333333333,266.9
1,125,24,7.28,352.98,19.74,19.74,24,364,7.28,352.98
1,125,564,7.28,324.79,128.06,128.06,24,210,6.65333333333333,324.79
1,125,267,7.28,359,21.78,21.78,24,154,6.826,359
1,125,288,7.28,271.9,157.46,157.46,24,212,5.878,271.9
1,125,561,7.28,459.14,126.33,126.33,24,365,6.985,459.14
1,125,560,7.28,290.63,135.88,135.88,24,213,6.65333333333333,290.63
1,125,274,7.28,367.54,121.8,121.8,24,214,6.71,367.54
1,125,351,7.28,367.43,62.98,62.98,24,366,7.205,367.43
1,125,511,7.28,270.54,146.89,146.89,24,215,6.635,270.54
1,125,558,7.28,371.07,148.07,148.07,24,217,6.65333333333333,371.07
1,125,559,7.28,362.31,122.61,122.61,24,218,6.65333333333333,362.31
1,125,567,7.28,337,136.29,136.29,24,219,6.65333333333333,337
1,125,272,7.28,328.09,68.66,68.66,24,13,5.78916666666667,328.092499971426
1,125,576,7.28,270.54,156,156,24,367,6.985,270.54
1,125,266,7.28,339.02,54.25,54.25,24,159,6.7325,339.02
1,125,285,7.28,316.02,167.27,167.27,24,221,6.65333333333333,316.02
1,125,298,7.28,379.32,11.03,11.03,24,160,6.50833333333333,379.32
1,125,290,7.28,301,164.36,164.36,24,222,6.165,301
1,125,536,7.28,329.06,153.04,153.04,24,229,6.65333333333333,329.06
1,125,534,7.28,364.91,148.7,148.7,24,231,6.65333333333333,364.91
1,125,530,7.28,315.06,159.13,159.13,24,232,6.65333333333333,315.06
1,125,337,7.28,349.43,151.7,151.7,24,233,5.613,349.417999690911
1,125,531,7.28,285.28,161.56,161.56,24,234,6.65333333333333,285.28
1,125,529,7.28,329.52,160.99,160.99,24,368,6.985,329.52
1,125,532,7.28,241.41,163.96,163.96,24,236,6.635,241.41
1,125,573,7.28,344.72,160.85,160.85,24,239,4.76789473684211,344.704210429885
1,125,555,7.28,411.55,148.47,148.47,24,242,6.65333333333333,411.55
1,125,568,7.28,338.27,143.12,143.12,24,243,6.65333333333333,338.27
1,125,566,7.28,339.52,132.08,132.08,24,244,6.65333333333333,339.52
1,125,577,7.28,267.35,157.41,157.41,24,245,6.65333333333333,267.35
1,125,25,7.28,1369,2.19,2.19,24,369,7.28,1369
1,125,66,7.28,355.42,26.96,26.96,24,370,7.28,355.42
1,125,223,7.28,396.41,17.36,17.36,24,162,5.67384615384615,396.406923050055
1,125,222,7.28,344.67,26.84,26.84,24,164,6.67,344.67
1,125,512,7.28,280.86,172.32,172.32,24,259,6.65333333333333,280.86
1,125,265,7.28,312.47,36.15,36.15,24,165,6.75,312.47
1,125,302,7.28,384.44,117.5,117.5,24,272,5.64,384.428571003863
1,125,268,7.28,442.7,94.48,94.48,24,166,6.6,442.7
1,125,275,7.28,389.95,96,96,24,168,5.76846153846154,389.969230010576
1,125,303,7.28,296.97,79.76,79.76,24,371,6.28428571428571,296.97428552875
1,125,528,7.28,401.37,141.92,141.92,24,275,6.65333333333333,401.37
1,125,570,7.28,339.06,150.1,150.1,24,277,6.65333333333333,339.06
1,125,271,7.28,659.09,50.85,50.85,24,172,6.75,659.09
1,125,515,7.28,320.93,163.54,163.54,24,280,6.65333333333333,320.93
1,125,517,7.28,393.67,158.25,158.25,24,281,6.635,393.67
1,125,553,7.28,402.16,151.53,151.53,24,282,6.65333333333333,402.16
1,125,582,7.28,303.09,136.72,136.72,24,372,6.985,303.09
1,125,297,7.28,635.01,41.43,41.43,24,373,7.205,635.01
1,125,583,7.28,416.93,132.94,132.94,24,288,6.65333333333333,416.93
1,125,565,7.28,334.69,132.32,132.32,24,289,6.65333333333333,334.69
1,125,296,7.28,353.63,23.62,23.62,24,374,5.8325,353.622499761391
1,126,1388,6.46,430.36,8.3,7.31,25,375,6.87,430.36
1,126,267,6.46,359,40.54,39.52,25,154,6.826,359
1,126,1291,6.46,370.6,112.02,111.27,25,376,6.46,370.6
1,126,349,6.46,326.19,144.97,144.92,25,377,6.09333333333333,326.19
1,126,274,6.46,367.54,78.91,78.81,25,214,6.71,367.54
1,126,272,6.46,328.09,48.39,47.6,25,13,5.78916666666667,328.092499971426
1,126,1400,6.46,358.36,44.65,44.48,25,378,5.592,358.375999464258
1,126,266,6.46,339.02,81.84,80.98,25,159,6.7325,339.02
1,126,1289,6.46,282.14,78.21,77.33,25,379,6.93,282.14
1,126,298,6.46,379.32,41.87,40.99,25,160,6.50833333333333,379.32
1,126,353,6.46,365.22,115.01,114.94,25,380,6.204,365.22
1,126,357,6.46,452.15,121.82,121.75,25,381,6.245,452.162499481677
1,126,354,6.46,332.28,117.38,117.32,25,382,6.575,332.28
1,126,1290,6.46,473.8,82.98,82.12,25,383,6.46,473.8
1,126,1282,6.46,318,104.81,104.03,25,384,6.225,318
1,126,305,6.46,444.74,67.85,67.74,25,385,6.575,444.74
1,126,276,6.46,339.6,107.26,107.18,25,386,6.2625,339.6
1,126,1280,6.46,382.07,126.23,125.54,25,387,6.93,382.07
1,126,1281,6.46,265.16,114.31,113.58,25,388,6.46,265.16
1,126,265,6.46,312.47,52.48,51.51,25,165,6.75,312.47
1,126,1401,6.46,624.01,95.94,95.86,25,389,6.46,624.01
1,126,310,6.46,333.41,64.16,64.04,25,390,6.575,333.41
1,126,268,6.46,442.7,95.86,95.08,25,166,6.6,442.7
1,126,311,6.46,509.1,59.87,59.74,25,391,6.575,509.1
1,126,301,6.46,390.18,59.75,59.62,25,167,5.718,390.183999917989
1,126,275,6.46,389.95,53.1,52.95,25,168,5.76846153846154,389.969230010576
1,126,1293,6.46,564.11,64.71,63.92,25,392,5.69,564.11
1,126,1283,6.46,324.5,130.29,129.61,25,393,6.93,324.5
1,126,1399,6.46,325.83,33.79,33.56,25,394,6.46,325.83
1,126,303,6.46,296.97,35.2,34.98,25,371,6.28428571428571,296.97428552875
1,126,269,6.46,330.74,44.82,44,25,170,5.9575,330.729999546439
1,126,294,6.46,296.62,115.63,115.57,25,395,6.575,296.62
1,126,271,6.46,659.09,35.41,34.43,25,172,6.75,659.09
1,126,1292,6.46,523.59,38.07,37.04,25,396,6.795,523.59
1,126,277,6.46,416.15,76.76,76.13,25,174,5.70625,416.168749296048
1,126,280,6.46,537.95,59.99,59.33,25,176,6.26,537.95
1,126,306,6.46,506,59.2,59.07,25,397,6.76,506
1,126,307,6.46,476.64,70.94,70.83,25,398,6.575,476.64
1,126,296,6.46,353.63,70.53,70.42,25,374,5.8325,353.622499761391
1,127,342,6.69,549.75,36.77,35.66,26,188,6.60333333333333,549.75
1,127,363,6.69,501.75,68.93,65.84,26,399,6.69,501.75
1,127,581,6.69,269.29,68.62,66.32,26,190,6.65333333333333,269.29
1,127,350,6.69,349.6,38,37.67,26,400,5.91,349.6
1,127,332,6.69,572.57,46.91,46.65,26,401,6.69,572.57
1,127,590,6.69,330.5,39.73,39.41,26,358,6.985,330.5
1,127,585,6.69,367.53,41.41,41.11,26,191,6.65333333333333,367.53
1,127,315,6.69,297.71,8.66,3.3,26,192,6.1175,297.707499968509
1,127,563,6.69,544.68,47.98,47.72,26,193,6.65333333333333,544.68
1,127,586,6.69,267.13,44.1,41.27,26,194,6.65333333333333,267.13
1,127,523,6.69,545.66,18.36,12.39,26,195,6.34,545.66
1,127,522,6.69,355.81,17.15,9.44,26,196,6.34,355.81
1,127,556,6.69,550.11,19.74,19.1,26,197,6.65333333333333,550.11
1,127,580,6.69,322.75,65.43,64.63,26,198,6.65333333333333,322.75
1,127,579,6.69,270.96,61.96,59.35,26,362,6.985,270.96
1,127,554,6.69,581.93,16.88,15.87,26,402,6.69,581.93
1,127,364,6.69,351.4,40.34,34.78,26,403,6.074,351.4
1,127,548,6.69,267.49,14.7,0,26,203,6.34,267.49
1,127,552,6.69,325.6,12.44,11.39,26,204,6.34,325.6
1,127,538,6.69,305.14,50.38,46.05,26,205,6.34,305.14
1,127,574,6.69,160.58,49.81,45.44,26,206,6.34,160.58
1,127,323,6.69,450.28,20.72,20.11,26,11,6.34166666666667,450.28
1,127,571,6.69,266.9,47.04,42.96,26,208,6.65333333333333,266.9
1,127,562,6.69,346.62,57.51,57.29,26,209,6.34,346.62
1,127,564,6.69,324.79,53.45,53.21,26,210,6.65333333333333,324.79
1,127,572,6.69,245.06,48.87,45.68,26,211,6.34,245.06
1,127,288,6.69,271.9,46.74,43.2,26,212,5.878,271.9
1,127,561,6.69,459.14,48.63,48.37,26,365,6.985,459.14
1,127,560,6.69,290.63,44.79,44.51,26,213,6.65333333333333,290.63
1,127,349,6.69,326.19,36.55,36.2,26,377,6.09333333333333,326.19
1,127,274,6.69,367.54,82.32,82.01,26,214,6.71,367.54
1,127,578,6.69,301.11,66.64,63.73,26,404,6.69,301.11
1,127,558,6.69,371.07,22.21,21.64,26,217,6.65333333333333,371.07
1,127,559,6.69,362.31,53.94,53.71,26,218,6.65333333333333,362.31
1,127,567,6.69,337,57.02,56.55,26,219,6.65333333333333,337
1,127,283,6.69,290.93,144.71,144.62,26,405,6.69,290.93
1,127,527,6.69,347.7,23.07,17.82,26,406,6.69,347.7
1,127,576,6.69,270.54,69.5,66.43,26,367,6.985,270.54
1,127,278,6.69,315.52,77.45,74.7,26,220,6.07333333333333,315.513333192468
1,127,285,6.69,316.02,42.2,37.18,26,221,6.65333333333333,316.02
1,127,1153,6.69,525.79,5.43,0,26,407,5.574,525.793999977177
1,127,290,6.69,301,41.17,36.39,26,222,6.165,301
1,127,318,6.69,297.07,29.88,23.5,26,223,5.79333333333333,297.079999663398
1,127,109,6.69,416.58,22.5,12.92,26,408,6.04,416.589999879978
1,127,549,6.69,321.91,28.3,20.36,26,224,6.34,321.91
1,127,333,6.69,277.98,23.41,15.53,26,225,6.34,277.98
1,127,524,6.69,740.05,20.45,9.87,26,227,6.34,740.05
1,127,353,6.69,365.22,36.62,35.03,26,380,6.204,365.22
1,127,535,6.69,366.71,30.7,28.98,26,228,6.34,366.71
1,127,536,6.69,329.06,27.26,25.66,26,229,6.65333333333333,329.06
1,127,326,6.69,316.46,24.03,19.73,26,2,6.656,316.46
1,127,525,6.69,255,20.81,12.42,26,230,6.34,255
1,127,534,6.69,364.91,31.16,30.19,26,231,6.65333333333333,364.91
1,127,530,6.69,315.06,26.73,23.4,26,232,6.65333333333333,315.06
1,127,337,6.69,349.43,37.36,35.43,26,233,5.613,349.417999690911
1,127,358,6.69,304.68,31.33,27.82,26,409,6.17333333333333,304.686666520799
1,127,531,6.69,285.28,33.99,29.52,26,234,6.65333333333333,285.28
1,127,584,6.69,308.71,27.01,21.17,26,235,6.34,308.71
1,127,108,6.69,380.06,8.44,0,26,410,5.58,380.086666198926
1,127,357,6.69,452.15,31.48,28.82,26,381,6.245,452.162499481677
1,127,360,6.69,398.42,22.49,13.8,26,411,6.69,398.42
1,127,354,6.69,332.28,34.2,32.39,26,382,6.575,332.28
1,127,529,6.69,329.52,29.74,25.59,26,368,6.985,329.52
1,127,526,6.69,1222.52,20.29,15.11,26,237,6.34,1222.52
1,127,509,6.69,706.22,19.07,9.87,26,412,6.69,706.22
1,127,1,6.69,628.99,5.92,0,26,413,6.69,628.99
1,127,293,6.69,322,57.68,53.94,26,414,6.17333333333333,322
1,127,287,6.69,302.73,51.89,47.79,26,240,6.02333333333333,302.719999669654
1,127,555,6.69,411.55,18.5,17.81,26,242,6.65333333333333,411.55
1,127,568,6.69,338.27,59.62,58.32,26,243,6.65333333333333,338.27
1,127,566,6.69,339.52,56.59,56.36,26,244,6.65333333333333,339.52
1,127,320,6.69,425.34,35.81,35.46,26,15,6.25166666666667,425.33333307209
1,127,356,6.69,602.1,21.36,20.77,26,415,6.69,602.1
1,127,78,6.69,600.06,31.66,31.27,26,416,6.69,600.06
1,127,346,6.69,523.54,31.69,31.3,26,417,6.69,523.54
1,127,79,6.69,670.84,25.36,24.86,26,18,6.65,670.84
1,127,577,6.69,267.35,56.91,53.56,26,245,6.65333333333333,267.35
1,127,343,6.69,268.65,52.12,51.88,26,418,6.69,268.65
1,127,540,6.69,311.86,39.91,34.31,26,247,6.34,311.86
1,127,327,6.69,499.31,37.19,36.86,26,419,6.69,499.31
1,127,328,6.69,435.64,37.24,36.9,26,420,6.69,435.64
1,127,329,6.69,499.31,37.33,37,26,421,6.69,499.31
1,127,330,6.69,421.46,37.57,37.23,26,422,6.69,421.46
1,127,314,6.69,375.22,37.8,37.47,26,248,6.34,375.22
1,127,331,6.69,327.44,38.03,37.7,26,249,6.34,327.44
1,127,309,6.69,485.67,46.58,46.31,26,423,6.69,485.67
1,127,335,6.69,349.54,33.67,26.77,26,251,5.778,349.523999450673
1,127,541,6.69,351.57,39.29,33.56,26,424,6.69,351.57
1,127,368,6.69,331.74,85.43,85.28,26,425,6.69,331.74
1,127,369,6.69,422.73,75.8,75.64,26,426,6.69,422.73
1,127,520,6.69,316.01,45.03,43.22,26,427,6.69,316.01
1,127,325,6.69,341.58,24.76,16.92,26,254,6.235,341.58
1,127,305,6.69,444.74,71.47,71.3,26,385,6.575,444.74
1,127,336,6.69,680.37,35.88,35.53,26,255,6.09666666666667,680.37
1,127,518,6.69,326.47,12.51,7.89,26,256,6.34,326.47
1,127,352,6.69,337.63,51.85,51.61,26,428,6.69,337.63
1,127,324,6.69,269.14,5.92,3.16,26,257,5.746,269.12399928656
1,127,551,6.69,285.93,5.48,2.11,26,258,6.34,285.93
1,127,276,6.69,339.6,85.49,83.01,26,386,6.2625,339.6
1,127,282,6.69,340.65,84.54,82.03,26,429,6.69,340.65
1,127,512,6.69,280.86,12.09,0,26,259,6.65333333333333,280.86
1,127,544,6.69,191.06,24.08,13.34,26,262,6.34,191.06
1,127,319,6.69,2016.13,7.01,4.92,26,430,6.69,2016.13
1,127,316,6.69,508.08,7.26,5.26,26,263,5.92,508.083999937019
1,127,345,6.69,551.56,41.67,41.37,26,431,6.69,551.56
1,127,921,6.69,325.67,7.46,5.54,26,432,6.69,325.67
1,127,587,6.69,397.27,36.12,35.77,26,433,6.69,397.27
1,127,310,6.69,333.41,85.9,85.75,26,390,6.575,333.41
1,127,542,6.69,345.72,31.74,24.42,26,271,6.34,345.72
1,127,362,6.69,527.7,41.93,36.61,26,434,6.69,527.7
1,127,86,6.69,248.98,51.78,47.58,26,435,6.69,248.98
1,127,311,6.69,509.1,79.99,79.83,26,391,6.575,509.1
1,127,291,6.69,580.03,52.18,48.02,26,436,5.695,580.014999806039
1,127,539,6.69,508.83,54.45,50.47,26,273,5.814,508.83
1,127,63,6.69,282.25,6.5,0,26,437,4.22892857142857,282.296428277707
1,127,275,6.69,389.95,98.95,98.83,26,168,5.76846153846154,389.969230010576
1,127,292,6.69,473.25,49.32,44.89,26,438,5.524,473.279999366117
1,127,317,6.69,320.75,64.8,64.6,26,439,6.69,320.75
1,127,312,6.69,336.92,103.16,103.04,26,440,6.69,336.92
1,127,303,6.69,296.97,108.29,108.18,26,371,6.28428571428571,296.97428552875
1,127,528,6.69,401.37,39.31,38.86,26,275,6.65333333333333,401.37
1,127,273,6.69,306.76,147.55,147.47,26,441,6.945,306.76
1,127,338,6.69,379.43,35.02,34.55,26,276,6.355,379.43
1,127,284,6.69,477.92,57.03,53.24,26,442,6.17333333333333,477.913333240336
1,127,359,6.69,421,41.56,41.26,26,443,6.69,421
1,127,361,6.69,312.98,109.13,107.2,26,444,6.595,312.98
1,127,570,6.69,339.06,50.22,48.06,26,277,6.65333333333333,339.06
1,127,348,6.69,336.2,26.45,17.28,26,445,6.69,336.2
1,127,227,6.69,715.12,16.74,1.69,26,446,6.69,715.12
1,127,294,6.69,296.62,64.76,61.46,26,395,6.575,296.62
1,127,550,6.69,557.42,13.42,0,26,447,6.69,557.42
1,127,515,6.69,320.93,10.05,5.59,26,280,6.65333333333333,320.93
1,127,553,6.69,402.16,13.35,12.38,26,282,6.65333333333333,402.16
1,127,61,6.69,251.24,5.35,0,26,448,6.69,251.24
1,127,62,6.69,370.52,5.19,0,26,449,6.69,370.52
1,127,344,6.69,440.54,5.3,1.74,26,283,6.34,440.54
1,127,575,6.69,260.6,57.2,53.43,26,285,6.34,260.6
1,127,226,6.69,505.97,22.28,10.31,26,450,5.273,505.987999786555
1,127,582,6.69,303.09,83.72,81.66,26,372,6.985,303.09
1,127,313,6.69,996.43,23.64,23.1,26,287,6.09666666666667,996.43
1,127,365,6.69,358.95,58,54.28,26,451,6.595,358.95
1,127,583,6.69,416.93,77.56,76.38,26,288,6.65333333333333,416.93
1,127,565,6.69,334.69,51.7,51.46,26,289,6.65333333333333,334.69
1,127,569,6.69,511.83,49.1,48.36,26,452,6.69,511.83
1,127,308,6.69,662.7,64.66,64.46,26,453,6.69,662.7
1,127,306,6.69,506,81.69,81.54,26,397,6.76,506
1,127,307,6.69,476.64,71.69,71.51,26,398,6.575,476.64
1,143,1514,5.63,659.6,71.73,71.72,27,454,5.63,659.6
1,143,302,5.63,384.44,7.21,7.17,27,272,5.64,384.428571003863
1,143,301,5.63,390.18,10.96,10.93,27,167,5.718,390.183999917989
1,145,339,5.61,375.16,13.17,8.57,28,189,6.24333333333333,375.16
1,145,1398,5.61,680.37,22,17.79,28,455,5.61,680.37
1,145,353,5.61,365.22,25.69,23.67,28,380,6.204,365.22
1,145,337,5.61,349.43,27.4,25.51,28,233,5.613,349.417999690911
1,145,336,5.61,680.37,10.36,2.64,28,255,6.09666666666667,680.37
1,145,1242,5.61,340,17.13,13.91,28,456,4.93333333333333,340
1,145,338,5.61,379.43,18.74,15.85,28,276,6.355,379.43
1,145,313,5.61,996.43,39.81,37.63,28,287,6.09666666666667,996.43
1,150,350,5.13,349.6,51,49.42,29,400,5.91,349.6
1,150,323,5.13,450.28,23.52,19.88,29,11,6.34166666666667,450.28
1,150,349,5.13,326.19,43.45,41.59,29,377,6.09333333333333,326.19
1,150,1153,5.13,525.79,20.73,17.75,29,407,5.574,525.793999977177
1,150,353,5.13,365.22,59.39,58.56,29,380,6.204,365.22
1,150,325,5.13,341.58,20.07,17.48,29,254,6.235,341.58
1,150,316,5.13,508.08,31.25,29.03,29,263,5.92,508.083999937019
1,150,1429,5.13,420.81,24.79,21.99,29,457,5.295,420.804999970295
1,152,1517,5.65,302.64,16.06,14.12,30,458,5.65,302.64
1,152,1528,5.65,593.35,24.66,23.83,30,459,5.65,593.35
1,152,1530,5.65,404.23,45.59,45.15,30,460,5.65,404.23
1,152,1531,5.65,352.05,62.21,61.04,30,461,5.65,352.05
1,152,1532,5.65,352.05,64.94,63.82,30,462,5.65,352.05
1,158,1229,7.13,276.39,176.59,176.59,31,463,7.13,276.39
1,158,339,7.13,375.16,166.11,166.11,31,189,6.24333333333333,375.16
1,158,295,7.13,382.93,43.05,41.81,31,357,7.205,382.93
1,158,203,7.13,724.89,89.98,89.98,31,78,5.74,724.891999988964
1,158,1223,7.13,480.22,102.4,102.4,31,464,5.656,480.215999933362
1,158,315,7.13,297.71,193.8,193.8,31,192,6.1175,297.707499968509
1,158,366,7.13,324.62,64.79,64.08,31,359,7.205,324.62
1,158,1295,7.13,667.42,83.43,83.43,31,465,7.13,667.42
1,158,304,7.13,370.08,61.2,61.2,31,360,7.205,370.08
1,158,1263,7.13,460.09,195.87,195.87,31,466,5.16727272727273,460.095454518511
1,158,1389,7.13,406.7,61.85,61.85,31,467,5.47,406.7
1,158,1234,7.13,257.03,120.69,120.69,31,468,4.65538461538462,257.009230396267
1,158,1260,7.13,422.33,187.73,187.73,31,469,4.90875,422.311249750261
1,158,225,7.13,376.91,77.01,77.01,31,151,6.12166666666667,376.91
1,158,1264,7.13,373.3,214.24,214.24,31,470,4.58454545454545,373.3
1,158,323,7.13,450.28,205.16,205.16,31,11,6.34166666666667,450.28
1,158,267,7.13,359,56.4,56.4,31,154,6.826,359
1,158,1232,7.13,526.24,106.17,106.17,31,471,4.81285714285714,526.222856770544
1,158,274,7.13,367.54,149.43,149.43,31,214,6.71,367.54
1,158,1262,7.13,420.48,232.72,232.72,31,472,4.939,420.493999900116
1,158,1218,7.13,436.14,74.92,74.92,31,473,5.965,436.14
1,158,351,7.13,367.43,65.89,65.04,31,366,7.205,367.43
1,158,1284,7.13,384.66,118.5,118.5,31,474,7.165,384.66
1,158,221,7.13,388.63,54.68,54.68,31,155,6.50833333333333,388.63
1,158,1561,7.13,624.94,61.21,61.21,31,475,7.13,624.94
1,158,1592,7.13,726,11.66,10.35,31,476,4.23071428571429,726
1,158,272,7.13,328.09,104.55,104.55,31,13,5.78916666666667,328.092499971426
1,158,1400,7.13,358.36,89.87,89.87,31,378,5.592,358.375999464258
1,158,278,7.13,315.52,184.03,184.03,31,220,6.07333333333333,315.513333192468
1,158,266,7.13,339.02,73.55,73.55,31,159,6.7325,339.02
1,158,1289,7.13,282.14,74,74,31,379,6.93,282.14
1,158,1153,7.13,525.79,196.78,196.78,31,407,5.574,525.793999977177
1,158,298,7.13,379.32,31.06,31.06,31,160,6.50833333333333,379.32
1,158,1294,7.13,686.12,50.42,50.42,31,477,7.13,686.12
1,158,353,7.13,365.22,177.94,177.94,31,380,6.204,365.22
1,158,337,7.13,349.43,179.29,179.29,31,233,5.613,349.417999690911
1,158,358,7.13,304.68,186.79,186.79,31,409,6.17333333333333,304.686666520799
1,158,357,7.13,452.15,183.96,183.96,31,381,6.245,452.162499481677
1,158,1261,7.13,424.54,203.21,203.21,31,478,5.478,424.523999547723
1,158,293,7.13,322,194.67,194.67,31,414,6.17333333333333,322
1,158,1265,7.13,399.8,172.58,172.58,31,479,5.21333333333333,399.8
1,158,320,7.13,425.34,184.96,184.96,31,15,6.25166666666667,425.33333307209
1,158,1212,7.13,427.41,172.05,172.05,31,480,5.15833333333333,427.403333307337
1,158,1213,7.13,442.02,146.51,146.51,31,481,4.99818181818182,442.005454455707
1,158,1259,7.13,330.03,177.48,177.48,31,482,4.964,330.017999672741
1,158,1266,7.13,414.03,112.26,112.26,31,483,4.92,414.012856876674
1,158,1282,7.13,318,91.96,91.96,31,384,6.225,318
1,158,1221,7.13,351.31,91.15,91.15,31,484,5.012,351.305999965842
1,158,1219,7.13,387.12,84.87,84.87,31,485,5.45,387.11249987891
1,158,223,7.13,396.41,53.21,53.21,31,162,5.67384615384615,396.406923050055
1,158,324,7.13,269.14,198.13,198.13,31,257,5.746,269.12399928656
1,158,1241,7.13,367.84,61.86,61.86,31,486,5.86666666666667,367.83555534074
1,158,1280,7.13,382.07,110.72,110.72,31,387,6.93,382.07
1,158,316,7.13,508.08,186.31,186.31,31,263,5.92,508.083999937019
1,158,82,7.13,452.86,156.46,156.46,31,19,6.11,452.867999717367
1,158,1426,7.13,430.69,171.89,171.89,31,487,7.13,430.69
1,158,302,7.13,384.44,143.36,143.36,31,272,5.64,384.428571003863
1,158,275,7.13,389.95,123.79,123.79,31,168,5.76846153846154,389.969230010576
1,158,1283,7.13,324.5,123.25,123.25,31,393,6.93,324.5
1,158,303,7.13,296.97,105.2,105.2,31,371,6.28428571428571,296.97428552875
1,158,1253,7.13,279.46,103.62,103.62,31,488,5.04666666666667,279.473332697236
1,158,1252,7.13,322.53,101.71,101.71,31,489,5.15,322.517999665131
1,158,1249,7.13,325.97,108.02,108.02,31,490,5.126,325.984999654892
1,158,1247,7.13,358.92,104.95,104.95,31,491,5.01,358.911428434961
1,158,1255,7.13,495.59,104.67,104.67,31,492,4.97181818181818,495.596363613017
1,158,270,7.13,447.22,92.71,92.71,31,169,6.595,447.22
1,158,1243,7.13,564.93,87.2,87.2,31,493,7.13,564.93
1,158,1292,7.13,523.59,72.88,72.88,31,396,6.795,523.59
1,158,1429,7.13,420.81,191.59,191.59,31,457,5.295,420.804999970295
1,158,277,7.13,416.15,134.11,134.11,31,174,5.70625,416.168749296048
1,158,297,7.13,635.01,42.06,42.06,31,373,7.205,635.01
1,158,1214,7.13,386.88,135.77,135.77,31,494,5.278,386.887999875934
1,158,224,7.13,425.02,62.91,62.91,31,175,5.65,425.01749994853
1,158,98,7.13,298.68,169.83,169.83,31,495,7.13,298.68
1,158,306,7.13,506,113.45,113.45,31,397,6.76,506
1,158,1237,7.13,399.84,118.71,118.71,31,496,5.24166666666667,399.819999499775
1,160,123,5,133.11,94.5,94.18,32,296,5.965,133.11
